x,y,model,repetition,subsample,train_dataset,eval_dataset
5.75,0.25304395951929154,sirs  ,1,4,pooled,aumc
5.75,0.2592952160621333,sirs  ,1,5,pooled,aumc
5.75,0.2641031373425739,sirs  ,1,6,pooled,aumc
5.75,0.26092305126093346,sirs  ,1,7,pooled,aumc
5.75,0.26195897371028604,sirs  ,1,8,pooled,aumc
5.75,0.2553755375537553,sirs  ,1,9,pooled,aumc
5.75,0.2709443829830031,sirs  ,2,0,pooled,aumc
5.75,0.2568397543271915,sirs  ,2,1,pooled,aumc
5.75,0.2629639853902998,sirs  ,2,2,pooled,aumc
5.75,0.2702585632413701,sirs  ,2,3,pooled,aumc
5.75,0.25304395951929154,sirs  ,2,4,pooled,aumc
5.75,0.2592952160621333,sirs  ,2,5,pooled,aumc
5.75,0.2641031373425739,sirs  ,2,6,pooled,aumc
5.75,0.26092305126093346,sirs  ,2,7,pooled,aumc
5.75,0.26195897371028604,sirs  ,2,8,pooled,aumc
5.75,0.2553755375537553,sirs  ,2,9,pooled,aumc
5.75,0.2709443829830031,sirs  ,3,0,pooled,aumc
5.75,0.2568397543271915,sirs  ,3,1,pooled,aumc
5.75,0.2629639853902998,sirs  ,3,2,pooled,aumc
5.75,0.2702585632413701,sirs  ,3,3,pooled,aumc
5.75,0.25304395951929154,sirs  ,3,4,pooled,aumc
5.75,0.2592952160621333,sirs  ,3,5,pooled,aumc
5.75,0.2641031373425739,sirs  ,3,6,pooled,aumc
5.75,0.26092305126093346,sirs  ,3,7,pooled,aumc
5.75,0.26195897371028604,sirs  ,3,8,pooled,aumc
5.75,0.2553755375537553,sirs  ,3,9,pooled,aumc
5.75,0.2709443829830031,sirs  ,4,0,pooled,aumc
5.75,0.2568397543271915,sirs  ,4,1,pooled,aumc
5.75,0.2629639853902998,sirs  ,4,2,pooled,aumc
5.75,0.2702585632413701,sirs  ,4,3,pooled,aumc
5.75,0.25304395951929154,sirs  ,4,4,pooled,aumc
5.75,0.2592952160621333,sirs  ,4,5,pooled,aumc
5.75,0.2641031373425739,sirs  ,4,6,pooled,aumc
5.75,0.26092305126093346,sirs  ,4,7,pooled,aumc
5.75,0.26195897371028604,sirs  ,4,8,pooled,aumc
5.75,0.2553755375537553,sirs  ,4,9,pooled,aumc
0.0,0.22079729962795963,sofa  ,0,0,pooled,aumc
0.0,0.228820417878868,sofa  ,0,1,pooled,aumc
0.0,0.2245914341350026,sofa  ,0,2,pooled,aumc
0.0,0.22241103558576564,sofa  ,0,3,pooled,aumc
0.0,0.22469641827156206,sofa  ,0,4,pooled,aumc
0.0,0.22881266351312066,sofa  ,0,5,pooled,aumc
0.0,0.2323592554652252,sofa  ,0,6,pooled,aumc
0.0,0.22568236553385065,sofa  ,0,7,pooled,aumc
0.0,0.22479075227110334,sofa  ,0,8,pooled,aumc
0.0,0.2196398731371278,sofa  ,0,9,pooled,aumc
0.0,0.22079729962795963,sofa  ,1,0,pooled,aumc
0.0,0.228820417878868,sofa  ,1,1,pooled,aumc
0.0,0.2245914341350026,sofa  ,1,2,pooled,aumc
0.0,0.22241103558576564,sofa  ,1,3,pooled,aumc
0.0,0.22469641827156206,sofa  ,1,4,pooled,aumc
0.0,0.22881266351312066,sofa  ,1,5,pooled,aumc
0.0,0.2323592554652252,sofa  ,1,6,pooled,aumc
0.0,0.22568236553385065,sofa  ,1,7,pooled,aumc
0.0,0.22479075227110334,sofa  ,1,8,pooled,aumc
0.0,0.2196398731371278,sofa  ,1,9,pooled,aumc
0.0,0.22079729962795963,sofa  ,2,0,pooled,aumc
0.0,0.228820417878868,sofa  ,2,1,pooled,aumc
0.0,0.2245914341350026,sofa  ,2,2,pooled,aumc
0.0,0.22241103558576564,sofa  ,2,3,pooled,aumc
0.0,0.22469641827156206,sofa  ,2,4,pooled,aumc
0.0,0.22881266351312066,sofa  ,2,5,pooled,aumc
0.0,0.2323592554652252,sofa  ,2,6,pooled,aumc
0.0,0.22568236553385065,sofa  ,2,7,pooled,aumc
0.0,0.22479075227110334,sofa  ,2,8,pooled,aumc
0.0,0.2196398731371278,sofa  ,2,9,pooled,aumc
0.0,0.22079729962795963,sofa  ,3,0,pooled,aumc
0.0,0.228820417878868,sofa  ,3,1,pooled,aumc
0.0,0.2245914341350026,sofa  ,3,2,pooled,aumc
0.0,0.22241103558576564,sofa  ,3,3,pooled,aumc
0.0,0.22469641827156206,sofa  ,3,4,pooled,aumc
0.0,0.22881266351312066,sofa  ,3,5,pooled,aumc
0.0,0.2323592554652252,sofa  ,3,6,pooled,aumc
0.0,0.22568236553385065,sofa  ,3,7,pooled,aumc
0.0,0.22479075227110334,sofa  ,3,8,pooled,aumc
0.0,0.2196398731371278,sofa  ,3,9,pooled,aumc
0.0,0.22079729962795963,sofa  ,4,0,pooled,aumc
0.0,0.228820417878868,sofa  ,4,1,pooled,aumc
0.0,0.2245914341350026,sofa  ,4,2,pooled,aumc
0.0,0.22241103558576564,sofa  ,4,3,pooled,aumc
0.0,0.22469641827156206,sofa  ,4,4,pooled,aumc
0.0,0.22881266351312066,sofa  ,4,5,pooled,aumc
0.0,0.2323592554652252,sofa  ,4,6,pooled,aumc
0.0,0.22568236553385065,sofa  ,4,7,pooled,aumc
0.0,0.22479075227110334,sofa  ,4,8,pooled,aumc
0.0,0.2196398731371278,sofa  ,4,9,pooled,aumc
2.5,0.30403311965811963,attn  ,0,0,pooled,eicu
2.5,0.3106589578185353,attn  ,0,1,pooled,eicu
2.5,0.3075146394597589,attn  ,0,2,pooled,eicu
2.5,0.3088906334330994,attn  ,0,3,pooled,eicu
2.5,0.31032568995822585,attn  ,0,4,pooled,eicu
2.5,0.31100119392802317,attn  ,0,5,pooled,eicu
2.5,0.31480683320616687,attn  ,0,6,pooled,eicu
2.5,0.3057921080812992,attn  ,0,7,pooled,eicu
3.5,0.30453777487199074,attn  ,0,8,pooled,eicu
3.5,0.29955914308437026,attn  ,0,9,pooled,eicu
0.0,0.3040789118579885,attn  ,1,0,pooled,eicu
0.5,0.30908353424615986,attn  ,1,1,pooled,eicu
0.0,0.3150514429906372,attn  ,1,2,pooled,eicu
0.5,0.3023860512531207,attn  ,1,3,pooled,eicu
0.5,0.3030109041901494,attn  ,1,4,pooled,eicu
0.5,0.3115843454790823,attn  ,1,5,pooled,eicu
0.5,0.3075606177759273,attn  ,1,6,pooled,eicu
0.5,0.304940210448685,attn  ,1,7,pooled,eicu
0.5,0.30835254009411317,attn  ,1,8,pooled,eicu
0.5,0.30280883466489467,attn  ,1,9,pooled,eicu
2.25,0.292234292766988,attn  ,2,0,pooled,eicu
2.0,0.30392631041996765,attn  ,2,1,pooled,eicu
2.25,0.30016734119173466,attn  ,2,2,pooled,eicu
2.25,0.3038996038088889,attn  ,2,3,pooled,eicu
2.0,0.3027030570478383,attn  ,2,4,pooled,eicu
2.0,0.30942496135511144,attn  ,2,5,pooled,eicu
2.0,0.30740674077879915,attn  ,2,6,pooled,eicu
2.25,0.29884326200115674,attn  ,2,7,pooled,eicu
2.0,0.30070459442147557,attn  ,2,8,pooled,eicu
2.0,0.31077964895126486,attn  ,2,9,pooled,eicu
0.5,0.32067727833460724,attn  ,3,0,pooled,eicu
0.5,0.32740189490886745,attn  ,3,1,pooled,eicu
0.5,0.3288535837996269,attn  ,3,2,pooled,eicu
0.5,0.33202078472042174,attn  ,3,3,pooled,eicu
0.5,0.3306803725040225,attn  ,3,4,pooled,eicu
0.5,0.32837194982070195,attn  ,3,5,pooled,eicu
0.5,0.3328352041283088,attn  ,3,6,pooled,eicu
0.5,0.3290178740557209,attn  ,3,7,pooled,eicu
0.5,0.33045776262688026,attn  ,3,8,pooled,eicu
0.5,0.3288674536082708,attn  ,3,9,pooled,eicu
1.25,0.3002638586479532,attn  ,4,0,pooled,eicu
1.5,0.3021322360364215,attn  ,4,1,pooled,eicu
1.5,0.3044389868805224,attn  ,4,2,pooled,eicu
1.5,0.30911182186987574,attn  ,4,3,pooled,eicu
1.0,0.30840675741163814,attn  ,4,4,pooled,eicu
1.25,0.308548886447618,attn  ,4,5,pooled,eicu
1.25,0.3109595046925549,attn  ,4,6,pooled,eicu
0.5,0.3160074552542469,attn  ,4,7,pooled,eicu
1.25,0.3068993695400333,attn  ,4,8,pooled,eicu
1.5,0.299566042030195,attn  ,4,9,pooled,eicu
3.5,0.27953104818678587,gru   ,0,0,pooled,eicu
3.5,0.2780156460047021,gru   ,0,1,pooled,eicu
3.5,0.27854618690628674,gru   ,0,2,pooled,eicu
3.5,0.28483148440782624,gru   ,0,3,pooled,eicu
3.5,0.28657528067361665,gru   ,0,4,pooled,eicu
3.5,0.280110624378457,gru   ,0,5,pooled,eicu
3.5,0.29438848739707396,gru   ,0,6,pooled,eicu
3.5,0.28083107024350423,gru   ,0,7,pooled,eicu
3.5,0.27871574528100757,gru   ,0,8,pooled,eicu
4.0,0.27945237115324206,gru   ,0,9,pooled,eicu
2.5,0.3099407163580026,gru   ,1,0,pooled,eicu
2.5,0.3131506082829389,gru   ,1,1,pooled,eicu
2.5,0.3183967385283495,gru   ,1,2,pooled,eicu
2.5,0.3172648329060717,gru   ,1,3,pooled,eicu
2.5,0.31884963322014565,gru   ,1,4,pooled,eicu
2.5,0.31275504388464603,gru   ,1,5,pooled,eicu
2.75,0.32283323798626995,gru   ,1,6,pooled,eicu
3.5,0.3056537557551756,gru   ,1,7,pooled,eicu
2.5,0.3175627030285682,gru   ,1,8,pooled,eicu
3.0,0.31704867006225235,gru   ,1,9,pooled,eicu
2.5,0.291678788045119,gru   ,2,0,pooled,eicu
2.5,0.3031328205263296,gru   ,2,1,pooled,eicu
3.0,0.29796973690707235,gru   ,2,2,pooled,eicu
2.5,0.3058530894657798,gru   ,2,3,pooled,eicu
2.0,0.3058521135899127,gru   ,2,4,pooled,eicu
2.5,0.29960935791101695,gru   ,2,5,pooled,eicu
3.0,0.3029173593607551,gru   ,2,6,pooled,eicu
2.5,0.30199618765222913,gru   ,2,7,pooled,eicu
3.0,0.29733424082581816,gru   ,2,8,pooled,eicu
2.5,0.3076469403217415,gru   ,2,9,pooled,eicu
4.5,0.2889434769523592,gru   ,3,0,pooled,eicu
4.5,0.3040864632237872,gru   ,3,1,pooled,eicu
4.5,0.299780040264452,gru   ,3,2,pooled,eicu
4.5,0.30100833565036794,gru   ,3,3,pooled,eicu
4.5,0.2984981063565406,gru   ,3,4,pooled,eicu
4.5,0.29444223227752636,gru   ,3,5,pooled,eicu
4.5,0.3015420988948122,gru   ,3,6,pooled,eicu
4.5,0.3012883711853027,gru   ,3,7,pooled,eicu
4.5,0.29881260180228086,gru   ,3,8,pooled,eicu
4.5,0.30545268644247436,gru   ,3,9,pooled,eicu
2.5,0.2930582954852222,gru   ,4,0,pooled,eicu
2.0,0.30099827611461016,gru   ,4,1,pooled,eicu
2.5,0.2963347084875325,gru   ,4,2,pooled,eicu
2.5,0.301527856290434,gru   ,4,3,pooled,eicu
2.5,0.3020927665659061,gru   ,4,4,pooled,eicu
2.5,0.29873140474470283,gru   ,4,5,pooled,eicu
2.0,0.3065068023881765,gru   ,4,6,pooled,eicu
2.5,0.3015394336984474,gru   ,4,7,pooled,eicu
2.5,0.30002264202768636,gru   ,4,8,pooled,eicu
2.0,0.3077992059175958,gru   ,4,9,pooled,eicu
3.5,0.27058014586051415,lgbm  ,0,0,pooled,eicu
3.0,0.28158105804899236,lgbm  ,0,1,pooled,eicu
3.25,0.27663471714605226,lgbm  ,0,2,pooled,eicu
3.0,0.28226114796388424,lgbm  ,0,3,pooled,eicu
3.0,0.28342753806039195,lgbm  ,0,4,pooled,eicu
3.0,0.28132758557823934,lgbm  ,0,5,pooled,eicu
3.0,0.28030269291291826,lgbm  ,0,6,pooled,eicu
3.0,0.282373518116547,lgbm  ,0,7,pooled,eicu
3.0,0.2822823039957284,lgbm  ,0,8,pooled,eicu
3.0,0.28419083309984117,lgbm  ,0,9,pooled,eicu
6.0,0.2525228967740393,lgbm  ,1,0,pooled,eicu
6.0,0.25380268853953064,lgbm  ,1,1,pooled,eicu
6.0,0.2529597977634158,lgbm  ,1,2,pooled,eicu
6.0,0.2549110343717534,lgbm  ,1,3,pooled,eicu
6.0,0.2558811677574444,lgbm  ,1,4,pooled,eicu
6.0,0.25397671799066857,lgbm  ,1,5,pooled,eicu
6.0,0.25577761129751664,lgbm  ,1,6,pooled,eicu
6.0,0.2572740434410462,lgbm  ,1,7,pooled,eicu
6.0,0.2577280204793071,lgbm  ,1,8,pooled,eicu
6.0,0.2580754590569667,lgbm  ,1,9,pooled,eicu
6.0,0.25398208018407675,lgbm  ,2,0,pooled,eicu
6.0,0.2549962336719817,lgbm  ,2,1,pooled,eicu
6.0,0.258765589569161,lgbm  ,2,2,pooled,eicu
6.0,0.25803732202972784,lgbm  ,2,3,pooled,eicu
6.0,0.2573548652386827,lgbm  ,2,4,pooled,eicu
6.0,0.2602874019775137,lgbm  ,2,5,pooled,eicu
6.0,0.25620747631606905,lgbm  ,2,6,pooled,eicu
6.0,0.26100926382532447,lgbm  ,2,7,pooled,eicu
6.0,0.2585899758454106,lgbm  ,2,8,pooled,eicu
6.0,0.26091994545610864,lgbm  ,2,9,pooled,eicu
4.0,0.26691350363463384,lgbm  ,3,0,pooled,eicu
4.0,0.2682488773231942,lgbm  ,3,1,pooled,eicu
4.0,0.2696866561353898,lgbm  ,3,2,pooled,eicu
4.0,0.27111915424348304,lgbm  ,3,3,pooled,eicu
4.0,0.27035666200730885,lgbm  ,3,4,pooled,eicu
4.0,0.2673687141169476,lgbm  ,3,5,pooled,eicu
4.0,0.2711231789117934,lgbm  ,3,6,pooled,eicu
4.0,0.2715092170904658,lgbm  ,3,7,pooled,eicu
4.0,0.2750670312458521,lgbm  ,3,8,pooled,eicu
4.0,0.27590985779705957,lgbm  ,3,9,pooled,eicu
4.0,0.27238309205028544,lgbm  ,4,0,pooled,eicu
4.0,0.2759910032063041,lgbm  ,4,1,pooled,eicu
4.0,0.2728112258257584,lgbm  ,4,2,pooled,eicu
4.0,0.2775497615714929,lgbm  ,4,3,pooled,eicu
4.0,0.2700758173661994,lgbm  ,4,4,pooled,eicu
4.0,0.27776661741707487,lgbm  ,4,5,pooled,eicu
4.0,0.27678563268290446,lgbm  ,4,6,pooled,eicu
4.0,0.2784448410864334,lgbm  ,4,7,pooled,eicu
4.0,0.28063403864758263,lgbm  ,4,8,pooled,eicu
4.0,0.2789389639486727,lgbm  ,4,9,pooled,eicu
6.0,0.2805338985315535,lr    ,0,0,pooled,eicu
6.0,0.28791920016514655,lr    ,0,1,pooled,eicu
6.0,0.285021118869063,lr    ,0,2,pooled,eicu
6.0,0.2862866893723016,lr    ,0,3,pooled,eicu
6.0,0.28662240478697804,lr    ,0,4,pooled,eicu
6.0,0.28576281055900615,lr    ,0,5,pooled,eicu
6.0,0.2862978232381217,lr    ,0,6,pooled,eicu
6.0,0.2886092582553562,lr    ,0,7,pooled,eicu
6.0,0.28761234137029845,lr    ,0,8,pooled,eicu
6.0,0.29106791286967315,lr    ,0,9,pooled,eicu
5.75,0.2805274837931224,lr    ,1,0,pooled,eicu
5.75,0.2853035098626575,lr    ,1,1,pooled,eicu
5.75,0.28505672475880833,lr    ,1,2,pooled,eicu
5.75,0.2844406242626487,lr    ,1,3,pooled,eicu
5.75,0.28570076326531996,lr    ,1,4,pooled,eicu
5.75,0.2850512218076931,lr    ,1,5,pooled,eicu
5.75,0.2859160902040524,lr    ,1,6,pooled,eicu
5.75,0.28550429657032816,lr    ,1,7,pooled,eicu
5.75,0.2886324192988545,lr    ,1,8,pooled,eicu
5.75,0.2889776669067326,lr    ,1,9,pooled,eicu
5.0,0.2786643582049669,lr    ,2,0,pooled,eicu
5.0,0.2853551407270415,lr    ,2,1,pooled,eicu
5.0,0.28482937474045905,lr    ,2,2,pooled,eicu
5.0,0.2856218025642645,lr    ,2,3,pooled,eicu
5.0,0.28503580377643345,lr    ,2,4,pooled,eicu
5.0,0.2839628531293896,lr    ,2,5,pooled,eicu
5.0,0.2831865326679392,lr    ,2,6,pooled,eicu
5.0,0.2866854742915323,lr    ,2,7,pooled,eicu
5.0,0.2866854742915323,lr    ,2,8,pooled,eicu
5.0,0.28812059903160836,lr    ,2,9,pooled,eicu
5.75,0.2745745754287311,lr    ,3,0,pooled,eicu
5.75,0.2839064953547591,lr    ,3,1,pooled,eicu
5.5,0.2826965741009587,lr    ,3,2,pooled,eicu
5.75,0.2821079393102454,lr    ,3,3,pooled,eicu
5.75,0.28305616734470407,lr    ,3,4,pooled,eicu
5.75,0.2821079393102454,lr    ,3,5,pooled,eicu
5.75,0.2823146031307524,lr    ,3,6,pooled,eicu
5.75,0.2831653011392157,lr    ,3,7,pooled,eicu
5.5,0.2861601141915064,lr    ,3,8,pooled,eicu
5.5,0.2868854791097155,lr    ,3,9,pooled,eicu
5.5,0.27815719094809477,lr    ,4,0,pooled,eicu
5.0,0.29041218637992827,lr    ,4,1,pooled,eicu
5.5,0.28375265570837527,lr    ,4,2,pooled,eicu
5.0,0.287519118631106,lr    ,4,3,pooled,eicu
5.0,0.2888378375119086,lr    ,4,4,pooled,eicu
5.5,0.2840907817252966,lr    ,4,5,pooled,eicu
5.0,0.29007027547060116,lr    ,4,6,pooled,eicu
5.0,0.29020591040593485,lr    ,4,7,pooled,eicu
5.5,0.2863347053565837,lr    ,4,8,pooled,eicu
5.5,0.2883276478091973,lr    ,4,9,pooled,eicu
10.25,0.2193844986113267,mews  ,0,0,pooled,eicu
10.25,0.21710195062327303,mews  ,0,1,pooled,eicu
10.25,0.21964616648516455,mews  ,0,2,pooled,eicu
10.25,0.22056481229316754,mews  ,0,3,pooled,eicu
10.25,0.21997922302886386,mews  ,0,4,pooled,eicu
10.25,0.22125155900607363,mews  ,0,5,pooled,eicu
10.25,0.2200101123670661,mews  ,0,6,pooled,eicu
10.25,0.221550396396602,mews  ,0,7,pooled,eicu
10.25,0.21904168442850325,mews  ,0,8,pooled,eicu
10.25,0.22201763576232564,mews  ,0,9,pooled,eicu
10.25,0.2193844986113267,mews  ,1,0,pooled,eicu
10.25,0.21710195062327303,mews  ,1,1,pooled,eicu
10.25,0.21964616648516455,mews  ,1,2,pooled,eicu
10.25,0.22056481229316754,mews  ,1,3,pooled,eicu
10.25,0.21997922302886386,mews  ,1,4,pooled,eicu
10.25,0.22125155900607363,mews  ,1,5,pooled,eicu
10.25,0.2200101123670661,mews  ,1,6,pooled,eicu
10.25,0.221550396396602,mews  ,1,7,pooled,eicu
10.25,0.21904168442850325,mews  ,1,8,pooled,eicu
10.25,0.22201763576232564,mews  ,1,9,pooled,eicu
10.25,0.2193844986113267,mews  ,2,0,pooled,eicu
10.25,0.21710195062327303,mews  ,2,1,pooled,eicu
10.25,0.21964616648516455,mews  ,2,2,pooled,eicu
10.25,0.22056481229316754,mews  ,2,3,pooled,eicu
10.25,0.21997922302886386,mews  ,2,4,pooled,eicu
10.25,0.22125155900607363,mews  ,2,5,pooled,eicu
10.25,0.2200101123670661,mews  ,2,6,pooled,eicu
10.25,0.221550396396602,mews  ,2,7,pooled,eicu
10.25,0.21904168442850325,mews  ,2,8,pooled,eicu
10.25,0.22201763576232564,mews  ,2,9,pooled,eicu
10.25,0.2193844986113267,mews  ,3,0,pooled,eicu
10.25,0.21710195062327303,mews  ,3,1,pooled,eicu
10.25,0.21964616648516455,mews  ,3,2,pooled,eicu
10.25,0.22056481229316754,mews  ,3,3,pooled,eicu
10.25,0.21997922302886386,mews  ,3,4,pooled,eicu
10.25,0.22125155900607363,mews  ,3,5,pooled,eicu
10.25,0.2200101123670661,mews  ,3,6,pooled,eicu
10.25,0.221550396396602,mews  ,3,7,pooled,eicu
10.25,0.21904168442850325,mews  ,3,8,pooled,eicu
10.25,0.22201763576232564,mews  ,3,9,pooled,eicu
10.25,0.2193844986113267,mews  ,4,0,pooled,eicu
10.25,0.21710195062327303,mews  ,4,1,pooled,eicu
10.25,0.21964616648516455,mews  ,4,2,pooled,eicu
10.25,0.22056481229316754,mews  ,4,3,pooled,eicu
10.25,0.21997922302886386,mews  ,4,4,pooled,eicu
10.25,0.22125155900607363,mews  ,4,5,pooled,eicu
10.25,0.2200101123670661,mews  ,4,6,pooled,eicu
10.25,0.221550396396602,mews  ,4,7,pooled,eicu
10.25,0.21904168442850325,mews  ,4,8,pooled,eicu
10.25,0.22201763576232564,mews  ,4,9,pooled,eicu
9.25,0.23786317737892887,news  ,0,0,pooled,eicu
9.25,0.23713054027547942,news  ,0,1,pooled,eicu
9.25,0.2360358589721797,news  ,0,2,pooled,eicu
9.25,0.23743222776846762,news  ,0,3,pooled,eicu
9.25,0.23839955913758776,news  ,0,4,pooled,eicu
9.25,0.2390478982582451,news  ,0,5,pooled,eicu
9.25,0.23326066834488185,news  ,0,6,pooled,eicu
9.25,0.24037540635029558,news  ,0,7,pooled,eicu
9.25,0.24196237925302083,news  ,0,8,pooled,eicu
9.25,0.24393585685935842,news  ,0,9,pooled,eicu
9.25,0.23786317737892887,news  ,1,0,pooled,eicu
9.25,0.23713054027547942,news  ,1,1,pooled,eicu
9.25,0.2360358589721797,news  ,1,2,pooled,eicu
9.25,0.23743222776846762,news  ,1,3,pooled,eicu
9.25,0.23839955913758776,news  ,1,4,pooled,eicu
9.25,0.2390478982582451,news  ,1,5,pooled,eicu
9.25,0.23326066834488185,news  ,1,6,pooled,eicu
9.25,0.24037540635029558,news  ,1,7,pooled,eicu
9.25,0.24196237925302083,news  ,1,8,pooled,eicu
9.25,0.24393585685935842,news  ,1,9,pooled,eicu
9.25,0.23786317737892887,news  ,2,0,pooled,eicu
9.25,0.23713054027547942,news  ,2,1,pooled,eicu
9.25,0.2360358589721797,news  ,2,2,pooled,eicu
9.25,0.23743222776846762,news  ,2,3,pooled,eicu
9.25,0.23839955913758776,news  ,2,4,pooled,eicu
